id,facility_type,target_facility_name,road_name,address,latitude,hardness,organization_name,police_station_name,whether_install,count_install,base_date
,유치원,도담유치원,대전광역시 서구 정림서로138번길 21,,36.30033715,127.3637556,대전광역시 서구청,서부경찰서,N,0,2022-04-27
,유치원,혜천대부속유치원,대전광역시 서구 혜천로 100,대전광역시 서구 복수동 333,36.30178686,127.3757667,대전광역시 서구청,서부경찰서,N,0,2022-04-27
,유치원,혜천대부속유치원,대전광역시 서구 혜천로 100,대전광역시 서구 복수동 333,36.30178686,127.3757667,대전광역시 서구청,서부경찰서,N,0,2022-04-27
,유치원,혜천대부속유치원,대전광역시 서구 혜천로 100,대전광역시 서구 복수동 333,36.30178686,127.3757667,대전광역시 서구청,서부경찰서,N,0,2022-04-27
,유치원,맑은물유치원,대전광역시 서구 신갈마로 102,,36.34313615,127.3695732,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,맑은물유치원,대전광역시 서구 신갈마로 102,,36.34313615,127.3695732,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,맑은물유치원,대전광역시 서구 신갈마로 102,,36.34313615,127.3695732,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,만년유치원,대전광역시 서구 만년남로11번길 50,대전광역시 서구 만년동 156,36.36641637,127.3739802,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,만년유치원,대전광역시 서구 만년남로11번길 50,대전광역시 서구 만년동 156,36.36641637,127.3739802,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,만년유치원,대전광역시 서구 만년남로11번길 50,대전광역시 서구 만년동 156,36.36641637,127.3739802,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,녹원유치원,대전광역시 서구 둔산남로 30,,36.34842317,127.3813888,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,녹원유치원,대전광역시 서구 둔산남로 30,,36.34842317,127.3813888,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,녹원유치원,대전광역시 서구 둔산남로 30,,36.34842317,127.3813888,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,은새유치원,대전광역시 서구 문정로90번길 60,,36.3457957,127.3879975,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
,유치원,은새유치원,대전광역시 서구 문정로90번길 60,,36.3457957,127.3879975,대전광역시 서구청,둔산경찰서,Y,1,2022-04-27
